artist,album,track_name,track_id,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,playlist
Jeremy Zucker,comethru,comethru (with Bea Miller),0PgYPBGqF6Wm5KFHQ81nq5,0.757,0.192,0,-11.842,1,0.0515,0,0.606,0.595,94.024,181627,4,love_songs_heart
Camo Columbo,Azul Caribe,Azul Caribe,4mcxqWjb2oNfSqeFH2kbWd,0.904,0.441,5,-5.086,1,0.0461,0.000854,0.136,0.699,107.939,183333,4,love_songs_heart
Rihanna,Unapologetic (Deluxe),Stay - Album Version (Edited),5eOcg7yCTC8o09p6iTTcmr,0.633,0.319,9,-10.24,0,0.0273,2.77e-05,0.114,0.105,111.925,240707,4,love_songs_heart
Paolo Nutini,These Streets,Last Request,6xM8oBy40nK1rOd8WmoOPx,0.605,0.704,5,-6.564,1,0.0476,0,0.137,0.4,80.925,220413,4,love_songs_heart
JP Saxe,"Hey Stupid, I Love You","Hey Stupid, I Love You",5inDa3sWj8zqJBOdj7Bjqc,0.758,0.594,5,-9.63,0,0.426,5.32e-06,0.0798,0.869,91.864,181000,4,love_songs_heart
Sonny Winnebago,Little Sun,Little Sun,6wIepGZgEottEa7JIPAs3W,0.692,0.515,7,-8.464,1,0.0301,2.92e-06,0.156,0.722,122.018,261516,4,love_songs_heart
Queen,Queen 40 Limited Edition Collector's Box Set Vol. 2,Crazy Little Thing Called Love - Remastered 2011,6LRIeceMebqu7TmyyXCRTA,0.599,0.762,0,-6.887,1,0.0423,4.43e-06,0.35,0.715,76.961,163373,4,love_songs_heart
Ella Mai,Trip,Trip,7noud145AHZGg74vpWOsCa,0.717,0.605,11,-5.68,0,0.075,0,0.138,0.387,81.047,217118,4,love_songs_heart
Tiz McNamara,Falling Asleep,Falling Asleep,1FunUekKzZ9Mgt3BMYCrfF,0.537,0.201,2,-12.948,1,0.033,0.00163,0.077,0.196,134.087,202400,4,love_songs_heart
Hozier,From Eden EP,From Eden,1yi8EOTpKeVK4cj5HS8DRp,0.484,0.528,0,-6.951,1,0.0424,2.57e-05,0.107,0.408,109.361,222427,4,love_songs_heart
Jack Johnson,In Between Dreams,Better Together,2iXdwVdzA0KrI2Q0iZNJbX,0.871,0.346,5,-9.481,1,0.0522,9.24e-06,0.108,0.659,110.054,207680,4,love_songs_heart
Ashe,Moral of the Story,Moral of the Story,2nC3QhMI9reBIOWutbU3Tj,0.572,0.406,10,-8.624,1,0.0427,4.48e-06,0.102,0.265,119.812,201084,4,love_songs_heart
Valentin,Somewhere Only We Know,Somewhere Only We Know,1EwyAL8SdJpIX0M9b1ArAp,0.472,0.305,8,-11.465,1,0.0295,0,0.142,0.584,165.9,193750,4,love_songs_heart
Niall Horan,Put A Little Love On Me,Put A Little Love On Me,1hCTxutVVYvggAQcUUUZAT,0.584,0.465,10,-4.88,1,0.0262,0,0.106,0.299,95.969,224586,4,love_songs_heart
Leon Bridges,Beyond,Beyond,5esPpmrM2AsyDVgOKzWQwU,0.58,0.687,6,-5.4,1,0.106,0,0.109,0.187,76.014,240600,4,love_songs_heart
Johnning,Last Time,Last Time,7v3tuzPub1Qd490tiVddwF,0.628,0.587,7,-5.195,1,0.0441,0,0.156,0.4,140.01,202480,4,love_songs_heart
The Beach Boys,Pet Sounds (Original Mono & Stereo Mix Versions),God Only Knows - Remastered,6iGU74CwXuT4XVepjc9Emf,0.521,0.487,6,-7.525,0,0.0299,0,0.0579,0.483,117.072,173040,4,love_songs_heart
Lukas Graham,Love Someone,Love Someone,2JqnpexlO9dmvjUMCaLCLJ,0.55,0.415,9,-6.557,0,0.052,0,0.108,0.274,172.065,205463,4,love_songs_heart
KALEO,All the Pretty Girls,All the Pretty Girls,2eiY8qXiV6yReXSeuoplns,0.466,0.496,1,-6.606,1,0.0302,6.22e-06,0.117,0.352,74.747,269893,4,love_songs_heart
Death Cab for Cutie,Plans,Soul Meets Body,6Wuv7MrhesuDsuGv8vcrOd,0.63,0.772,2,-8.366,0,0.0251,0.000432,0.116,0.717,128.133,230907,4,love_songs_heart
James Blunt,Back to Bedlam,You're Beautiful,5pbajJXEPdcoXQPXoAVR1t,0.675,0.479,0,-9.87,0,0.0278,1.76e-05,0.088,0.454,81.998,209493,4,love_songs_heart
Fiji Blue,I Should've Told You,I Should've Told You,7FNfzTdPSOA7jzlQQ7gZK2,0.725,0.66,8,-7.206,1,0.0663,0.000292,0.0848,0.456,117.009,197523,4,love_songs_heart
Elvis Presley,Elvis 75 - Good Rockin' Tonight,Burning Love,4VK3MDt1FAP101D0mnFJkz,0.668,0.722,2,-11.641,1,0.0283,0.00662,0.345,0.969,143.547,169680,4,love_songs_heart
Joss Stone,The Best Of Joss Stone 2003 - 2009,L-O-V-E - Long Version,4MymCsjbOkhuP2kWNSZgLo,0.527,0.78,11,-5.654,0,0.0651,8.59e-05,0.166,0.645,94.693,168973,4,love_songs_heart
Bruno Major,A Song For Every Moon,Easily,2k9N4caeCIJLOWwWwssrEM,0.772,0.256,7,-8.545,0,0.0481,0.00612,0.144,0.357,118.902,210240,3,love_songs_heart
Halsey,Finally // beautiful stranger,Finally // beautiful stranger,5YvcUK2eXJ2OllqDuEg18S,0.626,0.55,9,-5.105,0,0.029,0,0.118,0.123,133.976,221096,4,love_songs_heart
Jason Mraz,We Sing. We Dance. We Steal Things.,I'm Yours,1EzrEOXmMH3G43AXT1y7pA,0.686,0.457,11,-8.322,1,0.0468,0,0.105,0.718,150.953,242187,4,love_songs_heart
The Police,Synchronicity (Remastered),Every Breath You Take - Remastered 2003,5C0LFQARavkPpn7JgA4sLk,0.82,0.452,1,-9.796,1,0.0348,0.00294,0.0701,0.74,117.401,253250,4,love_songs_heart
3409,Guava,Guava,0W2oiugGwD5eq2LP6ESnC6,0.745,0.319,11,-18.632,0,0.296,0,0.336,0.494,96.097,193062,4,love_songs_heart
Lady Gaga,Million Reasons,Million Reasons,4uhlD1p3hKRI9PLH8qX0fn,0.668,0.428,0,-7.889,1,0.0433,0,0.108,0.134,129.75,205280,4,love_songs_heart
The Beatles,1 (Remastered),Yesterday - Remastered 2015,63uskN0xLezVg4281wzeQn,0.401,0.189,0,-11.189,1,0.0287,0,0.0968,0.357,94.509,125320,4,love_songs_heart
Kodaline,In A Perfect World (Deluxe),Brand New Day,3uP0rhZSVxKPokt6UbnzU0,0.57,0.89,3,-3.808,1,0.0322,0.000151,0.124,0.57,121.015,205280,4,love_songs_heart
Bruno Mars,Doo-Wops & Hooligans,Just the Way You Are,47Slg6LuqLaX0VodpSCvPt,0.637,0.843,5,-5.413,1,0.0432,0,0.0876,0.434,109.012,220733,4,love_songs_heart
Keane,Hopes and Fears (Deluxe Edition),Somewhere Only We Know,5LOaKdW9D2Gl9neAN94NbR,0.445,0.59,9,-6.747,1,0.0258,1.08e-05,0.0832,0.334,172.016,237547,4,love_songs_heart
Maggie Rogers,Give A Little,Give A Little,4za2QYGfHlYml23pChrpXO,0.618,0.695,7,-5.415,1,0.189,3.96e-05,0.111,0.766,199.95,225512,3,love_songs_heart
Jeremy Zucker,love is not dying,somebody loves you,4YKcx7YxznAdBefrYdCZ9P,0.717,0.474,7,-10.347,1,0.123,0.000253,0.137,0.673,94.945,206587,4,love_songs_heart
Aretha Franklin,Aretha Now,I Say a Little Prayer,3NfxSdJnVdon1axzloJgba,0.592,0.355,9,-14.051,1,0.0352,0,0.0585,0.499,133.032,216773,4,love_songs_heart
John Mayer,Love on the Weekend,Love on the Weekend,0j2WBxWZnWti5TpSxjJvPb,0.729,0.546,7,-9.305,1,0.0285,0.00287,0.0651,0.406,119.941,212627,4,love_songs_heart
Leona Lewis,Spirit,Bleeding Love,7wZUrN8oemZfsEd1CGkbXE,0.638,0.656,5,-5.886,1,0.0357,0,0.146,0.225,104.036,262467,4,love_songs_heart
Frank Sinatra,Nothing But The Best (Remastered),Fly Me To The Moon - Remastered,7FXj7Qg3YorUxdrzvrcY25,0.591,0.298,4,-12.269,0,0.06,2.22e-06,0.0797,0.372,119.954,147520,4,love_songs_heart
Camo Columbo,Starfish,Starfish,1zGNGgfanMWYujmiHQFRrO,0.861,0.408,6,-6.632,0,0.217,4.36e-05,0.278,0.713,113.964,212632,4,love_songs_heart
The Script,The Script,The Man Who Can't Be Moved,3nqqDo8CcCLke3ZoTgiOKf,0.605,0.629,10,-5.051,1,0.0279,0,0.097,0.308,99.894,241373,4,love_songs_heart
Adele,21,One And Only,4I3KMa9p00MJwWbT0vi5iX,0.464,0.467,5,-5.306,1,0.0376,0,0.141,0.169,51.66,346813,4,love_songs_heart
Sam Smith,Lay Me Down,Lay Me Down,5Nbe9vDQ1YJdreVIlhZEpP,0.463,0.198,4,-11.003,1,0.0387,0,0.106,0.369,123.63,219663,4,love_songs_heart
Ben Howard,Every Kingdom (Deluxe Version),Only Love,3MdYFBIzPf7lSJnI8wi3Ka,0.547,0.49,8,-9.891,1,0.137,0.00174,0.118,0.365,80.305,249173,4,love_songs_heart
Jack Vallier,Rebekah - EP,Rebekah,18RQoXcen7pcKhFreuN02y,0.531,0.461,7,-11.176,0,0.0437,1.62e-06,0.132,0.162,75.036,200747,4,love_songs_heart
Of Monsters and Men,Beneath The Skin (Deluxe),Empire,3VHJN9R1HaJAp6SbeMT0V5,0.53,0.684,0,-6.264,0,0.0331,0.000719,0.0946,0.519,118.782,260413,4,love_songs_heart
Isaiah Firebrace,Isaiah,It's Gotta Be You,6cAKeFFYW2aClZSUyvqAEW,0.422,0.745,8,-4.632,1,0.0378,0,0.0981,0.588,95.487,193447,4,love_songs_heart
Sara Bareilles,Little Voice,Love Song,4E6cwWJWZw2zWf7VFbH7wf,0.583,0.786,2,-3.142,0,0.0301,0,0.188,0.573,123.055,258827,4,love_songs_heart
Tom Odell,Real Love,Real Love - from the John Lewis Christmas Advert 2014,1Udy17gjGeZPNdmmcLjl7L,0.363,0.205,5,-9.301,1,0.0271,1.6e-06,0.105,0.18,82.932,141240,4,love_songs_heart
Josh Krajcik,"Blindly, Lonely, Lovely",Let Me Hold You,7mCbAq08MpyvXtnIQtRYPG,0.469,0.178,7,-9.655,1,0.0298,0,0.0922,0.234,72.055,245253,3,romance_songs
Various Artists,Fifty Shades Of Grey (Original Motion Picture Soundtrack),"Love Me Like You Do - From ""Fifty Shades Of Grey""",1ip2IGDWMrUmlaepEbWlL8,0.258,0.659,5,-5.903,0,0.0596,0,0.111,0.272,189.558,250267,4,romance_songs
Sarah McLachlan,Surfacing,Angel,3xZMPZQYETEn4hjor3TR1A,0.532,0.0744,1,-16.092,1,0.0355,1.22e-05,0.106,0.125,117.131,270400,3,romance_songs
Sarah McLachlan,Mirrorball: The Complete Concert,I Will Remember You - Live,0xzDbdFFnPz9CiQ0YZMq4K,0.449,0.487,9,-9.967,1,0.031,0.000129,0.691,0.389,76.487,213467,4,romance_songs
Carrie Underwood,Play On,Look At Me,2Qjgj1yLs78G4pEVhy7myz,0.441,0.407,4,-4.782,1,0.027,0,0.366,0.103,80.51,195720,4,romance_songs
Ed Sheeran,x (Deluxe Edition),Thinking out Loud,34gCuhDGsG4bRPIf9bb02f,0.781,0.445,2,-6.061,1,0.0295,0,0.184,0.591,78.998,281560,4,romance_songs
Hunter Hayes,Hunter Hayes (Encore),Wanted,0p1BcEcYVO3uk4KDf3gzkY,0.421,0.476,0,-7.692,1,0.0298,0,0.0816,0.3,169.784,228840,4,romance_songs
Birdy,Birdy,Skinny Love,4RL77hMWUq35NYnPLXBpih,0.379,0.29,4,-8.485,1,0.051,0.00106,0.118,0.169,166.467,201080,4,romance_songs
Wiz Khalifa,See You Again (feat. Charlie Puth),See You Again (feat. Charlie Puth),7wqSzGeodspE3V6RBD5W8L,0.689,0.481,10,-7.503,1,0.0815,1.03e-06,0.0649,0.283,80.025,229526,4,romance_songs
Miley Cyrus,Bangerz (Deluxe Version),Adore You,5AnCLGg35ziFOloEnXK4uu,0.583,0.655,0,-5.407,1,0.0315,3.57e-06,0.113,0.201,119.759,278747,4,romance_songs
Miranda Lambert,Revolution,The House That Built Me,02eD9ymfJOJOhM97HYp5R9,0.515,0.3,5,-8.005,1,0.0289,8.46e-06,0.115,0.206,81.12,236627,4,romance_songs
Miranda Lambert,Four The Record (Deluxe Edition),Over You,4hIqZEgvWw9Pn3kucNtq2T,0.566,0.507,6,-6.973,1,0.0279,0.00619,0.107,0.141,158.119,253373,4,romance_songs
A Great Big World,Is There Anybody Out There?,Say Something,6Vc5wAMmXdKIAM7WUoEb7N,0.407,0.147,2,-8.822,1,0.0355,2.89e-06,0.0913,0.0765,141.284,229400,3,romance_songs
Various Artists,The Twilight Saga: Breaking Dawn - Part 1 (Original Motion Picture Soundtrack),A Thousand Years,6z5Yh7kOKeLjqIsNdokIpU,0.421,0.407,10,-7.445,1,0.0267,0.000961,0.11,0.161,139.028,285120,3,romance_songs
Ariana Grande,My Everything (Deluxe),Just A Little Bit Of Your Heart,5lvnGiTAH9BVlJLHc0DXZz,0.439,0.322,9,-5.959,1,0.028,0,0.103,0.16,77.963,232587,4,romance_songs
Ariana Grande,My Everything (Deluxe),My Everything,4eumFsTnduH3zRfaASoAPs,0.54,0.265,11,-5.307,1,0.0297,0,0.131,0.423,61.975,168520,4,romance_songs
The Goo Goo Dolls,Greatest Hits Volume One - The Singles,Iris,6vrUTGn5p8IrfTZ0J6sIVM,0.291,0.79,11,-5.683,0,0.0363,5.61e-06,0.0811,0.513,155.667,289907,3,romance_songs
Javier Colon,The Truth-Acoustic - EP,When,2uSS0leHMU1s62xXiYo0Ln,0.389,0.3,2,-8.984,1,0.0301,0,0.118,0.314,138.801,220823,3,romance_songs
Josh Kaufman,The Complete Season 6 Collection (The Voice Performance),I Can’t Make You Love Me - The Voice Performance,0QDfwssgneF3kVgBo13lRr,0.32,0.351,5,-7.465,0,0.027,0,0.169,0.166,84.843,186369,5,romance_songs
Cassadee Pope,The Complete Season 3 Collection (The Voice Performance),Over You - The Voice Performance,2Z79EukuDc4ii39XeYaRi5,0.445,0.444,8,-6.017,1,0.0276,6.09e-05,0.0974,0.216,151.974,216507,4,romance_songs
Daughtry,Daughtry,Home,2nXWKf0GXbFby4posGqEht,0.45,0.849,6,-3.881,1,0.0344,1.61e-06,0.195,0.336,143.904,255652,4,romance_songs
Carrie Underwood,Greatest Hits: Decade #1,Inside Your Heaven,25ry9EyyRsp1dDctlAclin,0.38,0.596,7,-3.469,1,0.0315,1.46e-06,0.132,0.16,134.443,243267,4,romance_songs
Les Misérables Cast,Les Misérables: The Motion Picture Soundtrack Deluxe (Deluxe Edition),On My Own,3Mr6ofzF6ZuYiqHh8qNud3,0.338,0.119,0,-15.714,1,0.0632,0,0.148,0.205,71.842,191067,5,romance_songs
Jasmine Thompson,I Will Follow You Into the Dark,Will Follow You Into the Dark,3A31Rer0lC31LUGxQwmO8V,0.54,0.234,0,-10.939,1,0.0327,0,0.125,0.314,139.606,204092,4,romance_songs
Christina Perri,head or heart,the words,0zxG0MKqXBEbwU09H7gEIs,0.505,0.413,11,-9.378,1,0.0278,0,0.138,0.209,77.023,253453,4,romance_songs
Various Artists,Love Songs,Make You Feel My Love,4h5zl902dKpJeozG6Syfl7,0.325,0.18,10,-10.647,1,0.0311,0.000633,0.113,0.0997,72.416,212040,1,romance_songs
Gavin DeGraw,Finest Hour: The Best of Gavin DeGraw,You Got Me,1ic2NiS8e5ryLdMK8gkdfI,0.327,0.449,6,-9.378,1,0.0296,5.77e-05,0.086,0.17,105.981,227867,4,romance_songs
Sam Smith,In The Lonely Hour,I'm Not The Only One,0fioLzGM8ngbD1w6fMmm45,0.453,0.496,5,-5.785,1,0.0453,2.65e-05,0.0772,0.501,80.994,239317,4,romance_songs
Sam Smith,In The Lonely Hour,Stay With Me,5Db9VIdDsN5yu3Eu7CT0i4,0.479,0.419,0,-6.517,1,0.0389,0.000217,0.11,0.186,85.014,172724,4,romance_songs
Josh Krajcik,"Blindly, Lonely, Lovely",Close Your Eyes,4DUwaCjDL0BwvCGvBTtP0l,0.531,0.366,7,-9.236,1,0.0364,2.82e-05,0.122,0.363,79.88,162680,3,romance_songs
Javier Colon,Come Through For You,Raise Your Hand,3TsvddJw8omfYKncjGpJo6,0.241,0.738,2,-5.36,1,0.0352,0,0.0798,0.273,155.003,263640,3,romance_songs
Javier Colon,Come Through For You,Come Through For You,72B0ZqDp4Pt0CpF89dS3YH,0.587,0.411,9,-8.541,1,0.0383,0,0.152,0.315,143.108,255533,3,romance_songs
Javier Colon,The Truth-Acoustic - EP,Meant To Be,3bAWbKgnQf90e3Zkeu1woS,0.552,0.369,9,-9.272,1,0.0303,0,0.121,0.408,139.748,266227,3,romance_songs
Ellie Goulding,Halcyon Days,How Long Will I Love You - Bonus Track,0ZPfDxZn5O0L84wvPSN2iG,0.512,0.304,0,-9.19,1,0.0318,0.000622,0.118,0.172,126.078,154435,5,romance_songs
Faith Hill,Breathe,Breathe,3y4LxiYMgDl4RethdzpmNe,0.529,0.496,7,-9.007,1,0.029,0,0.251,0.278,136.859,250547,4,romance_songs
Various Artists,RENT (Original Motion Picture Soundtrack),Seasons of Love,5gw8HNcrqliEw0X6pPrPvG,0.475,0.579,5,-4.096,1,0.0334,0,0.0756,0.466,178.151,182747,4,romance_songs
The Rolling Stones,The Rolling Stones Singles Box Set (1971-2006) [Sampler],Wild Horses,1hsrmBpddP05q7XvJA8ehw,0.443,0.309,7,-9.75,1,0.0267,0.000785,0.0813,0.178,140.749,344387,4,romance_songs
Ben Haenow,Something I Need,Something I Need,64G2uKq3Snj48ppUZX1Z5t,0.619,0.77,5,-5.693,1,0.0398,0,0.317,0.402,100.972,226107,4,romance_songs
Original Cast Recording,Ghost - The Musical,With You,3TlNI5wsoq0kH40SPod2WC,0.269,0.118,4,-13.352,0,0.0379,0,0.251,0.194,176.07,266423,4,romance_songs
Various Artists,Love To Love,Tonight I Celebrate My Love - 1993 - Remaster,09KJFe5JEdbXm4F0CSpHoO,0.43,0.349,3,-8.997,1,0.029,4.21e-05,0.152,0.153,116.493,212293,4,romance_songs
Josh Kaufman,The Complete Season 6 Collection (The Voice Performance),All Of Me - The Voice Performance,688B6UKJT19OrqK8U9QTLW,0.388,0.41,10,-8.496,1,0.0285,0,0.0883,0.146,125.853,218615,4,romance_songs
Josh Kaufman,The Complete Season 6 Collection (The Voice Performance),It Will Rain - The Voice Performance,0IdKyo2ePTqFSWxlXL3uSt,0.528,0.567,0,-7.365,1,0.0305,1.95e-06,0.17,0.296,129.908,230577,4,romance_songs
Josh Kaufman,All Of Me (The Voice Performance),All Of Me - The Voice Performance,7o7s58zmpGh3jfDzZIK0P3,0.316,0.423,10,-8.496,1,0.0289,0,0.0923,0.146,62.78,218615,4,romance_songs
Christina Grimmie,The Complete Season 6 Collection,I Won’t Give Up - The Voice Performance,45fUnW1rYzL37AVvmRmvhd,0.531,0.478,8,-6.8,1,0.0306,0.000281,0.096,0.293,136.58,223769,3,romance_songs
Christina Grimmie,The Complete Season 6 Collection,"Hold On, We’re Going Home - The Voice Performance",30S7ayrPfoQ2zBHlJmavTn,0.278,0.657,6,-5.118,0,0.0353,0,0.112,0.242,90.704,175219,4,romance_songs
Christina Grimmie,The Complete Season 6 Collection,Can’t Help Falling In Love - The Voice Performance,0UpdZpqyGKwz3GRU1DvpGM,0.137,0.295,4,-6.814,1,0.0401,4.92e-06,0.138,0.158,80.477,188007,1,romance_songs
Matt McAndrew,The Complete Season 7 Collection (The Voice Performance),A Thousand Years - The Voice Performance,6jb5adNrTwjKq2o4EMOu67,0.444,0.407,9,-7.705,1,0.0262,0,0.0862,0.219,142.479,235801,3,romance_songs
Chris Jamison,The Complete Season 7 Collection (The Voice Performance),Gravity - The Voice Performance,2vkmvdptZR1weTsz8ErtRj,0.543,0.522,7,-7.805,1,0.036,0,0.0966,0.29,123.883,209652,3,romance_songs
Damien,The Complete Season 7 Collection (The Voice Performance),It’s So Hard to Say Goodbye to Yesterday - The Voice Performance,5MKMeDqdHa6qm9OS9CCJPC,0.262,0.356,6,-9.901,1,0.0301,0.0031,0.0867,0.342,70.167,164417,4,romance_songs
Damien,The Complete Season 7 Collection (The Voice Performance),How Do I Live - The Voice Performance,1nnVk3L4EJU5p9ergYKRzi,0.443,0.538,11,-6.763,1,0.0307,0,0.107,0.212,129.062,231573,4,romance_songs
Damien,The Complete Season 7 Collection (The Voice Performance),"He Ain’t Heavy, He’s My Brother - The Voice Performance",1NoIY0eZSywDgMBqMeQkLR,0.279,0.724,7,-4.512,1,0.0319,2.24e-06,0.121,0.265,154.1,199873,4,romance_songs
Christina Grimmie,With Love,With Love,4xtpy5lEYd3Feg17826h4d,0.429,0.445,2,-5.674,1,0.0265,0.000178,0.239,0.201,150.126,237933,4,romance_songs
Christina Grimmie,With Love,I Bet You Don't Curse God,6PjVB3PEoiMscyw7HD2lKO,0.471,0.329,8,-7.445,1,0.0363,4.36e-06,0.0858,0.147,77.117,231547,4,romance_songs
Christina Grimmie,With Love,Think of You,1vIHDoWHLavGdW8dJZYjbj,0.441,0.387,3,-7.546,1,0.0291,2.36e-06,0.108,0.395,144.685,225787,3,romance_songs
Various Artists,American Idol Top 9 Season 14,Beautiful Disaster,68SFeRNJnDjSRx9zizmLB7,0.498,0.291,7,-5.798,1,0.0285,0,0.138,0.214,97.555,158293,4,romance_songs
Various Artists,American Idol Top 9 Season 14,Catch My Breath,3DF2umL8QAkk7gm2MpZiYs,0.622,0.836,9,-5.498,0,0.0329,1.01e-05,0.132,0.351,122.016,155227,4,romance_songs
Joshua Davis,The Complete Season 8 Collection (The Voice Performance),I Shall Be Released - The Voice Performance,0Nv2oGhDGjpEfiLcidW2JS,0.53,0.441,6,-10.55,1,0.0265,5.02e-06,0.123,0.339,138.105,202967,4,romance_songs
Joshua Davis,The Complete Season 8 Collection (The Voice Performance),Arms Of A Woman - The Voice Performance,2bLDA6h0AEULSSRZiZ9Hmm,0.41,0.372,9,-10.98,1,0.0311,3.99e-06,0.379,0.159,74.832,192773,3,romance_songs
Joshua Davis,The Complete Season 8 Collection (The Voice Performance),I Can’t Make You Love Me - The Voice Performance,0eGKyP7iArCbT6qExaCGlT,0.545,0.462,3,-7.825,0,0.0336,0,0.152,0.182,137.938,169863,4,romance_songs
Chris Jamison,The Complete Season 7 Collection (The Voice Performance),I’ll Be - The Voice Performance,2moGEDftsDX4CzHyBC9axd,0.502,0.423,11,-7.132,1,0.0259,0,0.0913,0.357,138.944,173974,3,romance_songs
Sam Bailey,The Power of Love,And I Am Telling You (with Nicole Scherzinger),7gDQdfMgNwlSkqG1YbbIvN,0.354,0.757,10,-3.764,1,0.0461,2.68e-06,0.273,0.246,118.221,260013,4,romance_songs
Sam Bailey,The Power of Love,Treasure,1StmUTmNBzQFYjxcjrUmTZ,0.33,0.294,7,-8.982,1,0.0322,0,0.267,0.149,77.54,247013,4,romance_songs
Matt Cardle,The Fire,The First Time Ever I Saw Your Face,1rcZeVChSSPnjHUZt4OkbQ,0.22,0.069,0,-11.856,1,0.039,0.00326,0.09,0.109,172.034,229480,3,romance_songs
Alexandra Burke,Where Do Hearts Go,Where Do Hearts Go,0gmHyAgFfKUhNE1Y55Y0xP,0.423,0.371,8,-7.504,1,0.0288,0.000404,0.135,0.221,114.199,349715,4,romance_songs
Kelly Clarkson,Piece by Piece (Idol Version),Piece by Piece - Idol Version,0co132mIFsQP8TlydDqCSG,0.562,0.252,1,-6.331,1,0.0351,0,0.0838,0.384,109.596,211675,4,romance_songs
Matt McAndrew,The Complete Season 7 Collection (The Voice Performance),Lost Stars - The Voice Performance,5AtswJe6AJ2uaqwHdVIsIT,0.449,0.638,0,-6.492,1,0.0288,0,0.176,0.242,82.017,194896,4,romance_songs
Jordan Smith,Something Beautiful,Stand In The Light,7BrvQkvxl4owj4E6UKL5O3,0.402,0.349,10,-6.708,1,0.0294,0,0.115,0.153,106.449,236382,4,romance_songs
Jordan Smith,Something Beautiful,Angel,3oYPc7UwYaBqBqukYDCzdS,0.341,0.168,10,-9.94,1,0.033,0,0.152,0.125,110.952,282502,3,romance_songs
Jordan Smith,Something Beautiful,Amazing Grace,0qTmZRMXPkkzJ9Jv0GQNdi,0.186,0.285,5,-8.263,1,0.0308,0,0.364,0.209,167.088,263719,4,romance_songs
Josh Groban,Awake,You Are Loved (Don't Give Up),4ETPEEP8uDsD66ooEINjHK,0.481,0.712,2,-6.485,1,0.0314,0.205,0.108,0.122,103.993,288946,4,romance_songs
Bruno Mars,24K Magic,Versace on the Floor,0kN8xEmgMW9mh7UmDYHlJP,0.578,0.574,2,-6.209,1,0.0454,0,0.083,0.301,174.152,261240,4,romance_songs
Andra Day,Cheers to the Fall,Rise Up,0tV8pOpiNsKqUys0ilUcXz,0.398,0.316,1,-7.031,1,0.0368,0,0.295,0.174,118.582,253342,4,romance_songs
Joshua Kadison,Painted Desert Serenade,Beautiful In My Eyes,5o8gWPZxr4GZFslU85YMmu,0.582,0.381,3,-10.045,1,0.0256,1.1e-05,0.132,0.283,141.947,249493,4,romance_songs
Tori Kelly,Unbreakable Smile,I Was Made For Loving You,1Xwh83YOFQARZ3QXscP123,0.417,0.349,2,-11.984,1,0.0285,0,0.0963,0.198,145.505,188947,4,romance_songs
Various Artists,Dreamgirls (Music from the Motion Picture),I Am Changing,7kwh6Gc7UfKQ2bgjg9rpSX,0.364,0.483,10,-6.131,1,0.0377,0,0.343,0.294,82.464,242973,3,romance_songs
Lady Gaga,A Star Is Born Soundtrack (Without Dialogue),I'll Never Love Again - Film Version - Radio Edit,3DKpA54hrFIdPN6AtL9HXa,0.45,0.335,7,-7.464,1,0.0298,1.25e-06,0.0979,0.25,109.908,281235,4,romance_songs
Matt Bloyd,Anything Worth Holding On To,Anything Worth Holding On To,0m1kVgw8xF9kOsKdkcSmnx,0.419,0.386,5,-7.161,1,0.0321,4.51e-06,0.0976,0.342,123.368,333601,4,romance_songs
Kehlani,You Should Be Here,Intro,7AiMnJSODcJoKDejQ3mnoJ,0.683,0.361,6,-14.146,1,0.954,0,0.111,0.403,140.783,139262,5,khelani_complete
Kehlani,You Should Be Here,You Should Be Here,73C4vh7W8u41Vll5HvBqv7,0.411,0.58,0,-5.988,1,0.0684,0,0.119,0.27,140.55,157860,4,khelani_complete
Kehlani,You Should Be Here,How That Taste,5kYZbBLAGrrhFKNbOs6D95,0.437,0.873,9,-3.327,0,0.377,0,0.464,0.506,73.05,152596,4,khelani_complete
Kehlani,You Should Be Here,Jealous (feat. Lexii Alijai),18z6OV5lknJmKnZi7aA1zH,0.559,0.462,9,-8.843,1,0.216,0,0.0997,0.65,115.587,218593,4,khelani_complete
Kehlani,You Should Be Here,Niggas,1gHtbcRP4tz1O1NsxPpBea,0.455,0.688,8,-4.747,1,0.113,0,0.354,0.413,148.038,174765,4,khelani_complete
Kehlani,You Should Be Here,Wanted,3kJudfRjZMItdFYVCCaSi6,0.511,0.801,1,-3.588,1,0.267,0,0.288,0.384,135.394,130588,4,khelani_complete
Kehlani,You Should Be Here,The Way (feat. Chance the Rapper),6mzaCRuLTRiz1caGOum3zT,0.746,0.538,10,-6.479,1,0.32,0,0.139,0.516,101.018,262521,4,khelani_complete
Kehlani,You Should Be Here,Unconditional,5h4Uqkh9RpRZwm5ADLh5uj,0.478,0.64,10,-5.417,0,0.0417,0,0.0849,0.319,100.099,156457,4,khelani_complete
Kehlani,You Should Be Here,The Letter,3rGew9pmFEmGD9nZ12F1tN,0.448,0.241,10,-8.643,1,0.0328,0,0.124,0.131,131.259,232169,4,khelani_complete
Kehlani,You Should Be Here,Runnin' - Interlude,0dYDmow4l5hbPs5E6QLMSC,0.571,0.515,7,-8.93,1,0.445,0,0.121,0.443,133.106,137849,4,khelani_complete
